scaffold	name1	name2	coverage_overlap	compared_bases_count	percent_genome_compared	length	consensus_SNPs	population_SNPs	conANI	popANI
TOBG_MED-630.fna_1972	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9963404008132444	17152	0.9950687474618554	17237	36	0	0.9979011194029852	1.0
TOBG_MED-630.fna_115419	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.997506678539626	11202	0.9973290598290598	11232	23	0	0.9979467952151402	1.0
TOBG_MED-828.fna_110832	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.938677993097956	21216	0.9370196979065454	22642	93	0	0.995616515837104	1.0
TOBG_NAT-154.fna_MHASMcontig_1175337	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.0	0	0.0	12986	0	0		
TOBG_MED-731.fna_86135	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9875899907106364	68041	0.987546989070959	68899	88	0	0.9987066621595804	1.0
TOBG_NAT-154.fna_127827	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.8926500841593417	9546	0.848835141383603	11246	4	0	0.9995809763251624	1.0
TOBG_MED-630.fna_9994	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9237712316402724	11258	0.92256002622306	12203	37	0	0.996713448214603	1.0
TOBG_MED-746.fna_102558	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.99132989840048	47908	0.9912273442025988	48332	11	0	0.9997703932537364	1.0
TOBG_MED-828.fna_100958	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9406481155336386	21364	0.9388293197398488	22756	90	0	0.9957873057479872	1.0
TOBG_MED-630.fna_4972	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9638082376772452	7137	0.951473136915078	7501	28	0	0.9960767829620288	1.0
TOBG_MED-630.fna_114172	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.99791872056085	18220	0.9976455127854132	18263	43	0	0.9976399560922063	1.0
TOBG_MED-630.fna_29993	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9936010332276624	33850	0.9904321619802792	34177	51	0	0.998493353028065	1.0
TOBG_MED-828.fna_82651	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9612954978441792	38348	0.9577422577422576	40040	197	0	0.9948628350891832	1.0
TOBG_MED-806.fna_100996	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.5725286902950734	30482	0.552680724529944	55153	205	0	0.993274719506594	1.0
TOBG_MED-746.fna_105490	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.996067090803933	17222	0.9960094847030248	17291	6	0	0.9996516084078504	1.0
TOBG_MED-746.fna_97581	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9839731017091622	17559	0.968291606926216	18134	2	0	0.9998860982971696	1.0
TOBG_MED-828.fna_110744	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.8907276294463874	10442	0.884690332966195	11803	78	0	0.9925301666347442	1.0
TOBG_MED-828.fna_108917	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9772426817752596	51745	0.9762470756924004	53004	171	0	0.996695332882404	1.0
TOBG_MED-630.fna_9105	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9639033998458508	22511	0.9603668941979522	23440	27	0	0.998800586379992	1.0
TOBG_MED-1001.fna_39519	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9245510154147296	94466	0.9243791220619606	102194	301	0	0.9968136684097982	1.0
TOBG_MED-630.fna_25982	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9894652974504248	22354	0.9887213056747312	22609	52	0	0.9976737943992128	1.0
TOBG_NAT-154.fna_126223	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.920086862106406	16948	0.9073776635614093	18678	38	0	0.9977578475336324	1.0
TOBG_MED-828.fna_38878	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9770923861704136	41374	0.976700266754798	42361	82	0	0.9980180789868032	1.0
TOBG_MED-828.fna_43598	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.8774010192081537	17906	0.8667828444186272	20658	89	0	0.9950295990170892	1.0
TOBG_MED-828.fna_111127	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9586409576374454	40122	0.9578170880183342	41889	205	0	0.994890583719655	1.0
TOBG_MED-806.fna_85902	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.6191673141081303	27096	0.590803043847982	45863	154	0	0.9943165042810748	1.0
TOBG_MED-746.fna_92339	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.8288549872670585	34826	0.8220270972005854	42366	17	0	0.9995118589559524	1.0
TOBG_MED-806.fna_142667	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.8362505707638451	38460	0.8289150394413553	46398	246	0	0.993603744149766	1.0
TOBG_MED-828.fna_111097	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.945926815006309	30736	0.9447057015521746	32535	136	0	0.995575221238938	1.0
TOBG_MED-828.fna_111075	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9226779252110976	7649	0.908972073677956	8415	18	0	0.9976467512093083	1.0
TOBG_NAT-154.fna_127161	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.969487868425338	47629	0.8323837818944425	57220	65	0	0.998635285225388	1.0
TOBG_NAT-118.fna_155262	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.6781309034337148	12205	0.6612667280706507	18457	11	0	0.9990987300286768	1.0
TOBG_MED-806.fna_88919	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.7276302256639845	24054	0.6547087642896026	36740	226	0	0.9906044732684792	1.0
TOBG_MED-630.fna_7043	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9981049314368452	46875	0.997701296213524	46983	74	0	0.9984213333333334	1.0
TOBG_MED-1001.fna_37416	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.910572952512044	21169	0.9092431921656215	23282	63	0	0.9970239501157352	1.0
TOBG_NAT-154.fna_18223	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.0	0	0.0	12342	0	0		
TOBG_NAT-154.fna_129571	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9775320288099942	30673	0.9762253341820496	31420	44	0	0.9985655136439212	1.0
TOBG_NAT-154.fna_125897	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9921864826149238	83809	0.9919281343575056	84491	83	0	0.9990096529012398	1.0
TOBG_MED-806.fna_145871	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.8947312738044858	33828	0.8934315822834957	37863	348	0	0.9897126640652714	1.0
TOBG_MED-806.fna_145404	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.970558996711784	25384	0.9698914870854348	26172	279	0	0.9890088244563504	1.0
TOBG_MED-746.fna_80432	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.8437475952289342	21929	0.8366015565389898	26212	28	0	0.9987231519905148	1.0
TOBG_MED-806.fna_91801	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.8670841189393023	50127	0.858324343761237	58401	377	0	0.9924791030781814	1.0
TOBG_NAT-154.fna_126018	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9598444367154646	30357	0.9563970889385968	31741	42	0	0.998616464077478	1.0
TOBG_NAT-118.fna_155300	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.7650119428962913	41316	0.7644457601717024	54047	71	0	0.9982815374189176	1.0
TOBG_MED-828.fna_47096	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9319504616865782	21296	0.930891288193382	22877	128	0	0.9939894815927872	1.0
TOBG_MED-806.fna_107071	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9135677373594082	9016	0.8969359331476323	10052	107	0	0.9881322094055012	1.0
TOBG_NAT-154.fna_MHASMcontig_1158878	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.8872356254649804	8348	0.8853536960441192	9429	2	0	0.999760421657882	1.0
TOBG_NAT-154.fna_129546	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9036598160834414	14642	0.8633254716981132	16960	27	0	0.9981559896189044	1.0
TOBG_MED-806.fna_143149	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.8164715169056703	18618	0.7937753144318909	23455	124	0	0.9933397787087764	1.0
TOBG_MED-806.fna_96529	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.7676531939940933	37169	0.7655503377821717	48552	463	0	0.9875433829266324	1.0
TOBG_NAT-154.fna_MHASMcontig_1204276	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.0	0	0.0	9601	0	0		
TOBG_MED-630.fna_33287	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9897168972959248	7796	0.9837223974763408	7925	14	0	0.9982042072857876	1.0
TOBG_MED-630.fna_3239	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9740941344417852	23200	0.9715242881072028	23880	47	0	0.9979741379310344	1.0
TOBG_NAT-118.fna_152995	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.7249951298838795	85598	0.7248170979542068	118096	42	0	0.9995093343302414	1.0
TOBG_MED-731.fna_108382	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.873018247083458	11674	0.8632061520260278	13524	87	0	0.9925475415453144	1.0
TOBG_MED-806.fna_142955	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9148448999618384	16781	0.9012352309344792	18620	147	0	0.9912400929622788	1.0
TOBG_NAT-154.fna_MHASMcontig_1411033	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.6843520782396088	8397	0.6406011595971925	13108	18	0	0.9978563772775992	1.0
TOBG_MED-1001.fna_60350	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.855465016850259	34015	0.8533617661816357	39860	99	0	0.9970895193297076	1.0
TOBG_MED-828.fna_112875	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.7923510089160019	13508	0.7910517685640666	17076	56	0	0.9958543085578916	1.0
TOBG_MED-828.fna_108497	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9941996233521656	26396	0.9937878844923008	26561	62	0	0.9976511592665556	1.0
TOBG_MED-630.fna_114043	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9980565185418636	19001	0.9978992699963236	19041	26	0	0.9986316509657388	1.0
TOBG_MED-828.fna_42098	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9226219934672868	37285	0.918621267369666	40588	159	0	0.9957355504894728	1.0
TOBG_MED-713.fna_83511	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9459758487703104	29925	0.9459160450120117	31636	4	0	0.9998663324979116	1.0
TOBG_MED-713.fna_102600	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.996254870347978	59321	0.9957866111596052	59572	1	0	0.999983142563342	1.0
TOBG_MED-746.fna_82220	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9601727024407436	10897	0.933281945871874	11676	36	0	0.996696338441773	1.0
TOBG_MED-630.fna_27893	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9977152073113366	14847	0.9975811328361216	14883	34	0	0.9977099750791406	1.0
TOBG_MED-630.fna_10716	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.986803732866725	40605	0.9854147454254236	41206	88	0	0.9978327792143824	1.0
TOBG_MED-630.fna_9619	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.994990668893036	10130	0.992747941983536	10204	7	0	0.999308983218164	1.0
TOBG_NAT-118.fna_153150	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.8650084877112703	11720	0.8598048565769203	13631	2	0	0.9998293515358362	1.0
TOBG_MED-806.fna_97512	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9068783068783068	16283	0.9029556923418178	18033	141	0	0.9913406620401646	1.0
TOBG_MED-806.fna_91383	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.8569309842227734	33512	0.8489423685877138	39475	381	0	0.9886309381714012	1.0
TOBG_MED-806.fna_144949	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9384193935755027	25007	0.9285581671679476	26931	245	0	0.990202743231895	1.0
TOBG_MED-630.fna_6482	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9962176218297254	29499	0.9961167015600728	29614	43	0	0.9985423234685922	1.0
TOBG_MED-806.fna_99448	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.6382511694854264	17737	0.6296861687020733	28168	130	0	0.992670688391498	1.0
TOBG_NAT-154.fna_126708	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9372752274169664	8861	0.9284367141659682	9544	22	0	0.9975172102471505	1.0
TOBG_MED-828.fna_80284	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9866535224084324	13011	0.9818881593841974	13251	64	0	0.99508108523557	1.0
TOBG_MED-828.fna_46502	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9130069342298802	17380	0.9050669166276104	19203	76	0	0.995627157652474	1.0
TOBG_MED-746.fna_81131	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9940935435047435	80787	0.9843909928352098	82068	16	0	0.9998019483332714	1.0
TOBG_MED-828.fna_111290	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.92877447883765	11762	0.9242495678139242	12726	58	0	0.995068865839143	1.0
TOBG_MED-828.fna_90126	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.8787174721189591	7564	0.8771889133712165	8623	41	0	0.9945795875198308	1.0
TOBG_NAT-118.fna_159198	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.8163480091212068	23270	0.8154897494305239	28535	29	0	0.9987537602062742	1.0
TOBG_NAT-118.fna_155082	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.891542985752808	41989	0.8914483461424143	47102	14	0	0.9996665793422088	1.0
TOBG_MED-806.fna_101295	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.7010061742510862	12262	0.6932775484819359	17687	51	0	0.9958408090034252	1.0
TOBG_NAT-154.fna_127470	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.957175014068655	17009	0.9492159160667448	17919	10	0	0.999412075959786	1.0
TOBG_MED-806.fna_80052	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.744308920240571	26484	0.7350133214920072	36032	285	0	0.9892387856819213	1.0
TOBG_NAT-154.fna_MHASMcontig_1407537	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.0	0	0.0	11085	0	0		
TOBG_MED-746.fna_86225	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9968168596674168	18163	0.9953419552827708	18248	12	0	0.999339316192259	1.0
TOBG_MED-630.fna_30034	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9817002162701712	23604	0.9777556853485772	24141	48	0	0.9979664463650229	1.0
TOBG_MED-806.fna_80095	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.7309353158527356	16419	0.7301876723294495	22486	182	0	0.9889152810768012	1.0
TOBG_MED-630.fna_10386	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.99127992905705	13414	0.98894131524624	13564	31	0	0.9976889816609512	1.0
TOBG_MED-828.fna_92319	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.8574854402192532	15018	0.8540233153255615	17585	66	0	0.995605273671594	1.0
TOBG_MED-630.fna_28637	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9188365001172883	7834	0.9114601512507272	8595	18	0	0.9977023232065356	1.0
TOBG_NAT-154.fna_28247	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9542504105732385	24404	0.694934077512316	35117	19	0	0.9992214391083428	1.0
TOBG_MED-806.fna_78771	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9277864992150706	18912	0.9272406354187096	20396	234	0	0.9876269035532996	1.0
TOBG_MED-746.fna_151036	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.8781973203410475	10815	0.809687804147638	13357	10	0	0.9990753582986592	1.0
TOBG_MED-828.fna_46332	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9087740384615384	45366	0.9079737410935874	49964	231	0	0.9949080809416744	1.0
TOBG_MED-731.fna_86098	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.8582468769849672	8107	0.8530990213616753	9503	5	0	0.999383249044036	1.0
TOBG_MED-828.fna_109814	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9480819236275456	32450	0.9445495561053704	34355	68	0	0.997904468412943	1.0
TOBG_MED-806.fna_80050	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.7618378094988442	31969	0.7604243476606171	42041	299	0	0.990647189464794	1.0
TOBG_NAT-154.fna_127089	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9200114953539612	19208	0.8730115444050541	22002	44	0	0.9977092877967514	1.0
TOBG_MED-630.fna_6506	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9931885661058392	51180	0.992938072326556	51544	63	0	0.9987690504103164	1.0
TOBG_MED-1001.fna_44078	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9087262786103406	45539	0.9035157335026388	50402	196	0	0.9956959968378752	1.0
TOBG_MED-630.fna_34262	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9938364926154204	8546	0.9833160740996432	8691	2	0	0.9997659723847414	1.0
TOBG_NAT-154.fna_129045	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9791423327215084	11736	0.9765351972041936	12018	24	0	0.9979550102249488	1.0
TOBG_MED-731.fna_93289	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9812807983553548	94987	0.9760475965391808	97318	169	0	0.9982208091633592	1.0
TOBG_MED-630.fna_25161	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9802791008607002	11731	0.9787251793759386	11986	11	0	0.9990623135282584	1.0
TOBG_NAT-154.fna_125709	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9691797060218112	24528	0.9689117124234644	25315	38	0	0.9984507501630788	1.0
TOBG_NAT-154.fna_127575	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9471318925469602	18757	0.9353712661447166	20053	37	0	0.9980274031028415	1.0
TOBG_MED-828.fna_108604	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.974937088533591	38355	0.9734030403776364	39403	132	0	0.9965584669534612	1.0
TOBG_MED-1001.fna_64456	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9220948742438714	28963	0.9195186995999746	31498	137	0	0.9952698270206816	1.0
TOBG_NAT-154.fna_127880	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9450827205882352	37017	0.933170313602904	39668	47	0	0.9987303130993868	1.0
TOBG_MED-806.fna_90949	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.7968077723802914	22964	0.793503800967519	28940	325	0	0.9858474133426232	1.0
TOBG_MED-806.fna_80850	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.7219968447148974	12814	0.71835407556901	17838	65	0	0.9949274231309504	1.0
TOBG_MED-630.fna_3724	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9764125068568296	17800	0.9762518510393244	18233	29	0	0.998370786516854	1.0
TOBG_MED-806.fna_100107	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.6062314172447968	9787	0.5812793252954802	16837	107	0	0.989067129866149	1.0
TOBG_MED-746.fna_98094	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9799193996664812	14103	0.9702118877270226	14536	28	0	0.9980146068212437	1.0
TOBG_NAT-154.fna_126758	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9798763736263736	42801	0.9771025477125376	43804	49	0	0.998855166935352	1.0
TOBG_MED-746.fna_102456	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9711969480209824	10183	0.9380066322770818	10856	5	0	0.9995089855641756	1.0
TOBG_MED-630.fna_27116	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9980497877710222	17400	0.9979925437338688	17435	17	0	0.9990229885057472	1.0
TOBG_MED-806.fna_99944	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.8799330703956018	36812	0.8750178274304731	42070	338	0	0.9908182114527871	1.0
TOBG_MED-806.fna_90935	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.8268681957509777	7823	0.7860731511254019	9952	86	0	0.9890067748945416	1.0
TOBG_MED-1001.fna_13088	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9572554445915052	31823	0.95255627394636	33408	68	0	0.9978631807183485	1.0
TOBG_MED-806.fna_107437	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.8263992537313433	8859	0.8206577119036591	10795	131	0	0.9852127779659104	1.0
TOBG_MED-746.fna_85689	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9496012021731592	8215	0.9474109099296506	8671	9	0	0.9989044430919052	1.0
TOBG_MED-828.fna_112703	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9740240893919604	13424	0.9731767435116716	13794	74	0	0.9944874851013112	1.0
TOBG_MED-1001.fna_41970	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9071752635988556	57387	0.903120721401256	63543	61	0	0.998937041490233	1.0
TOBG_MED-630.fna_2425	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9991905354919054	16047	0.9991283232675424	16061	14	0	0.999127562784321	1.0
TOBG_MED-806.fna_79684	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.7401280498356116	21386	0.7311203035793649	29251	219	0	0.9897596558496212	1.0
TOBG_MED-630.fna_116189	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9848387096774194	9159	0.9821983914209116	9325	21	0	0.9977071732721912	1.0
TOBG_MED-1001.fna_52458	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.71858372456964	36734	0.6950483434561314	52851	117	0	0.9968149398377524	1.0
TOBG_MED-828.fna_109712	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9736778701361282	16165	0.9733261078998072	16608	73	0	0.9954840705227344	1.0
TOBG_MED-630.fna_116266	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9887601590869792	11436	0.984504132231405	11616	16	0	0.9986009094088842	1.0
TOBG_MED-713.fna_100520	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9878334113242864	12666	0.9876023391812866	12825	27	0	0.997868308858361	1.0
TOBG_NAT-154.fna_130163	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9394585462005712	23354	0.92319247341582	25297	20	0	0.999143615654706	1.0
TOBG_NAT-154.fna_MHASMcontig_46239	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.0	0	0.0	11771	0	0		
TOBG_MED-828.fna_111666	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.842518023562511	23957	0.8330261831078967	28759	64	0	0.9973285469800058	1.0
TOBG_MED-806.fna_93879	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.5235829752404338	10235	0.4942534286266177	20708	41	0	0.9959941377625794	1.0
TOBG_MED-828.fna_109382	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9055616265025592	15745	0.9013624914128692	17468	63	0	0.995998729755478	1.0
TOBG_NAT-154.fna_125751	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9516165094128696	42562	0.951233684963347	44744	29	0	0.9993186410413044	1.0
TOBG_MED-746.fna_82290	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9838455067066196	104082	0.9784901758014478	106370	19	0	0.9998174516246804	1.0
TOBG_MED-828.fna_43594	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9207810320781032	52816	0.9187468471132604	57487	280	0	0.9946985761890336	1.0
TOBG_MED-630.fna_10762	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9910971649578576	27163	0.9833472106577852	27623	28	0	0.9989691860251076	1.0
TOBG_MED-1001.fna_62859	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.8543419633225459	63358	0.8506027978412051	74486	81	0	0.9987215505539948	1.0
TOBG_NAT-118.fna_153687	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.5732599351481789	7602	0.5540816326530612	13720	10	0	0.9986845566956064	1.0
TOBG_MED-806.fna_85414	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.7557644798243206	11013	0.7396239086635326	14890	177	0	0.9839280849904658	1.0
TOBG_MED-828.fna_50142	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.9181767187766748	37648	0.9171477989719604	41049	133	1	0.9964672758181046	0.999973438164046
TOBG_MED-828.fna_110851	ERR599073.OGdb2.sorted.bam	ERR599092.OGdb2.sorted.bam	0.8373655913978495	11214	0.8312208138759173	13491	46	0	0.9958979846620296	1.0
