scaffold	length	coverage	breadth	nucl_diversity	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_median	nucl_diversity_rarefied	nucl_diversity_rarefied_median	breadth_rarefied	conANI_reference	popANI_reference	SNS_count	SNV_count	divergent_site_count	population_divergent_sites	consensus_divergent_sites
TOBG_MED-1001.fna_60350	39860	4.723381836427496	0.9855995985950828	0.0118388929471413	5	2.2742477686936766	0.0113913337935877	0.5101605619668841	0.9845592654581868	0.0			0.0	0.9966068355052864	0.9990164740595032	57	291	348	20	69
TOBG_MED-1001.fna_62406	13855	5.634211476001443	0.9811620353662938	0.0072082550627612	6	2.589825242371562	0.0220030490984295	0.6549260194875496	0.9930915413945144	0.0			0.0	0.9949305708618028	0.9982367202997576	39	87	126	16	46
TOBG_MED-1001.fna_62859	74486	4.58762720511237	0.9761297425019468	0.0068759592381874	4	2.3053715027992454	0.0084470780960238	0.484453454340413	0.9825928601742758	0.0			0.0	0.9969239296106416	0.9983649715948456	118	251	369	59	111
TOBG_MED-1001.fna_63886	57356	5.143332868400865	0.983314736034591	0.0067960990200983	5	2.503135144463526	0.0104519820638814	0.5807936397238301	0.9893432621275876	0.0			0.0	0.9987391930835736	0.999069404418828	193	238	431	31	42
TOBG_MED-1001.fna_64456	31498	5.998285605435266	0.9802527144580608	0.0153729590896453	6	2.845336475776003	0.0160324183242453	0.6945837830973395	0.9949908357271148	0.0			0.0	0.992549593198647	0.9992686717250204	37	558	595	16	163
TOBG_MED-1001.fna_65492	47466	6.27227910504361	0.9900349724012978	0.0065582432753484	6	2.756845915653408	0.0126539394149348	0.7232545400918552	0.996067273979838	0.0			0.0	0.9986018060005826	0.9995339353335276	99	239	338	16	48
TOBG_MED-1001.fna_69095	50142	5.77643492481353	0.9875553428263733	0.0077000070062138	6	2.8470224770987484	0.0127143569621259	0.6426748035578955	0.993906861875575	0.0			0.0	0.9970519782777348	0.998510473235066	191	304	495	48	95
TOBG_MED-1001.fna_MHASMcontig_1034986	13360	4.265419161676647	0.9593562874251496	0.0056033746053989	4	2.6024347140840933	0.0225160844291044	0.398877245508982	0.9768639927527556	0.0			0.0	0.9988740851942204	1.0	0	37	37	0	6
TOBG_MED-1001.fna_MHASMcontig_1054436	41284	3.8914107160158897	0.9466379226819108	0.0028407697976415	3	2.614346483186807	0.0128670064884351	0.3424813487065207	0.9678105223934492	0.0			0.0	0.9990805573237146	0.9995049154820002	7	21	28	7	13
TOBG_MED-1076.fna_104935	9125	1.3935342465753424	0.752	0.0059000861275103	1	1.2528026015363367	0.0131156557243051	0.0282739726027397	0.7078508267086382	0.0			0.0	1.0	1.0	0	2	2	0	0
TOBG_MED-1076.fna_79061	28468	2.375930869748489	0.912884642405508	0.003826034213183	2	1.5530159374247157	0.0092046030009333	0.1016931291274413	0.8772919053026709	0.0			0.0	0.998963730569948	0.9996545768566494	1	15	16	1	3
TOBG_MED-1076.fna_80593	31536	2.336440892947742	0.8924086757990868	0.0027269357266054	2	1.8089246356117767	0.010186478098419	0.0930048198883815	0.8729376424216443	0.0			0.0	0.9996590521650188	0.9996590521650188	2	1	3	1	1
TOBG_MED-1076.fna_80951	234569	1.9340108880542608	0.8421402657640182	0.0022662263718808	2	1.444875520320779	0.0029832939725521	0.0540992202720734	0.8187234682972616	0.0			0.0	0.9988967691095352	0.9995271867612292	7	23	30	6	14
TOBG_MED-1076.fna_83950	12424	3.45492594977463	0.9514649066323244	0.0228612384770062	3	3.420502256029897	0.0306885690514607	0.2281068898905344	0.95267419697143	0.0			0.0	0.984121383203952	0.9964714184897672	10	115	125	10	45
TOBG_MED-1076.fna_84543	7644	1.565149136577708	0.7479068550497122	0.0137093793667083	1	1.5806653164887343	0.0180803983282817	0.0735217163788592	0.7489308017477996	0.0			0.0	0.9875444839857652	0.99644128113879	3	11	14	2	7
TOBG_MED-1076.fna_86538	119010	2.04225695319721	0.8680194941601546	0.0023140182404732	2	1.4262489673913477	0.0041343328672509	0.0527518695907906	0.8352478226617405	0.0			0.0	0.9998407136030584	0.9998407136030584	3	2	5	1	1
TOBG_MED-1076.fna_87340	69686	1.9744424992107452	0.8430387739287661	0.0032599825537255	2	1.4536308110927478	0.0055066118814413	0.0546451224062222	0.825081080016709	0.0			0.0	0.9994747899159664	0.9997373949579832	4	10	14	1	2
TOBG_MED-1076.fna_87666	60918	2.131012180307955	0.8576447027151253	0.0037265877657119	2	1.5727506573852363	0.00637221795126	0.0752486949670048	0.8476666024514325	0.0			0.0	0.99978184991274	1.0	0	5	5	0	1
TOBG_MED-1076.fna_87761	64659	1.8609319661609367	0.8221438624166783	0.0018785968516608	2	1.4029677161613392	0.0055174263431023	0.0368858163596715	0.806640267519794	0.0			0.0	0.99916142557652	0.99916142557652	2	1	3	2	2
TOBG_IN-47.fna_MHASMcontig_96719	7226	0.9065873235538334	0.4326044838084694	0.001333333303531	0	1.3524867381563677	0.0159116086841925	0.0332133960697481	0.550903102286572	0.0			0.0	0.95	0.95	12	0	12	12	12
TOBG_IN-47.fna_MHASMcontig_97328	19442	0.342865960292151	0.1551280732434934	0.0040251571427351	0	0.9376305727043548	0.0067246929549383	0.0081781709700648	0.2612167057642631	0.0			0.0	0.9559748427672956	0.9559748427672956	7	0	7	7	7
TOBG_IN-47.fna_MHASMcontig_97666	4470	0.1827740492170022	0.129082774049217		0	0.5412872224832659	0.0080969712647131	0.0	0.1490394302139148				0.0	0.0	0.0	0	0	0	0	0
TOBG_IN-47.fna_MHASMcontig_98231	4213	1.4035129361500118	0.4958461903631616	0.0045980543310192	0	1.851733556210519	0.028532137971856	0.1030144789935912	0.7104136989577953	0.0			0.0	0.9631336405529954	0.9631336405529954	16	1	17	16	16
TOBG_MED-1001.fna_13088	33408	6.098030411877395	0.9894636015325672	0.0092261078944373	5	3.3207555010470315	0.018168461888275	0.647389846743295	0.9954131458198828	0.0			0.0	0.9971795820233031	0.999029036434252	89	263	352	21	61
TOBG_MED-1001.fna_151416	9428	10.459058124734833	0.978892660161222	0.0204023819924619	8	7.988438270056307	0.082276371417143	0.788926601612219	0.9999024697843766	0.0			0.0	0.9881688625974724	0.9993277762839472	29	296	325	5	88
TOBG_MED-1001.fna_16785	51724	5.372109658959091	0.9771092722913928	0.0083891014895406	5	2.7005908401915755	0.0118745438889479	0.6038976103936278	0.9912925197933158	0.0			0.0	0.99644640799078	0.9985273402484312	85	323	408	46	111
TOBG_MED-1001.fna_36724	34286	5.594645044624628	0.9736918859009508	0.01033939978455	5	2.810615916105472	0.0151792189136019	0.6381030158082016	0.9928459136954708	0.0			0.0	0.996571898711034	0.9992229637078344	114	302	416	17	75
TOBG_MED-1001.fna_37063	23313	3.04572556084588	0.8970960408355853	0.0057942505376841	3	2.1320582130288472	0.0139639823477728	0.2165315489212027	0.9320766673044336	0.0			0.0	0.9980190174326464	0.999405705229794	11	26	37	3	10
TOBG_MED-1001.fna_37416	23282	5.415127566360279	0.99643501417404	0.0132385230315544	5	2.551343670668924	0.0167212271804515	0.6095696246026974	0.9916170688054512	0.0			0.0	0.9942220969560316	0.9983089064261556	51	258	309	24	82
TOBG_MED-1001.fna_39519	102194	5.195500714327651	0.993179638726344	0.0097249704769921	5	2.339660468649803	0.0073188401672974	0.5926864590876176	0.989823021615711	0.0			0.0	0.9945021380574222	0.9980518086810084	286	775	1061	118	333
TOBG_MED-1001.fna_39580	10699	29.695672492756334	0.9984110664548088	0.0295821924519732	24	20.33407568698337	0.1965953036277433	0.9771941302925508	0.999999999995905	0.0	0.0214840229511468	0.0	0.2146929619590616	0.9739837398373984	0.9990435198469632	26	737	763	10	272
TOBG_MED-1001.fna_40412	147988	4.964179528069844	0.9670311106305916	0.006407578405416	5	2.748667708929315	0.0071451353052891	0.5313133497310593	0.9875167873249734	0.0			0.0	0.9977361754082515	0.999313221753065	216	585	801	54	178
TOBG_MED-1001.fna_41970	63543	5.221094377036023	0.9697685032182932	0.0080241319213176	5	2.729888223143494	0.010829650095312	0.5757203783264876	0.990050433881296	0.0			0.0	0.9973758303036928	0.9993439575759232	176	347	523	24	96
TOBG_MED-1001.fna_42474	166394	4.719220644975179	0.9687188239960576	0.0082930133882079	5	2.440904595460226	0.0059838855580848	0.5100063704220104	0.9845024267140846	0.0			0.0	0.9974546911456248	0.9987626970846788	572	747	1319	105	216
TOBG_MED-1001.fna_43015	92312	4.886796949475691	0.9679131640523442	0.0113749992636417	5	2.476632774190253	0.0081514503562437	0.54280050264321	0.9866340079727336	0.0			0.0	0.9937533677929232	0.9973057656614844	331	717	1048	135	313
TOBG_MED-1001.fna_43192	38100	4.215616797900262	0.9116535433070866	0.0090425814915459	4	3.0786953469786287	0.0157728410571375	0.4040944881889763	0.9758238732955288	0.0			0.0	0.9959080280592362	0.9980514419329696	76	166	242	30	63
TOBG_MED-1001.fna_44078	50402	4.976409666283084	0.9869251220189676	0.0108876428263093	5	2.37258520834856	0.0105682296457433	0.5288877425498988	0.9876508708841272	0.0			0.0	0.9960610721386502	0.998912105638294	94	340	434	29	105
TOBG_MED-1001.fna_44967	22614	5.296586185548775	0.9643141416821438	0.0122390348729005	5	2.725249186379908	0.0181228763485234	0.6159900946316441	0.9906920425216158	0.0			0.0	0.9917444364680544	0.997056712132089	57	250	307	41	115
TOBG_MED-1001.fna_46600	8223	5.023957193238477	0.9866228870242004	0.0113371614259364	5	2.4855726334545203	0.0274118105982555	0.5609874741578499	0.9881586093352394	0.0			0.0	0.992195967916757	0.9982657706481682	13	69	82	8	36
TOBG_MED-1001.fna_46975	32863	4.734382131880839	0.9741350454918906	0.0085510536851661	5	2.429396928795446	0.013401440498633	0.5005325137692846	0.984708519296841	0.0			0.0	0.9979330050458994	0.9987841206152348	39	140	179	20	34
TOBG_MED-1001.fna_49582	13366	23.04848122100853	0.9952117312584168	0.0217325087873523	14	19.18066718672803	0.1659125461464593	0.8309142600628461	0.9999999985501546	0.0	0.0210397681809854	0.0	0.1290588059254825	0.9737979470556456	0.9987394201332612	20	565	585	14	291
TOBG_MED-1001.fna_52017	39308	4.171720769309046	0.9606695837997354	0.0082180110965867	4	2.368119581712679	0.0119445193842322	0.4068128625216241	0.9748684044927276	0.0			0.0	0.9974360577825028	0.9990619723594522	84	149	233	15	41
TOBG_MED-1001.fna_52458	52851	4.035571701576129	0.909594898866625	0.0100003088026601	4	2.8354729775664524	0.0123339736687681	0.4074284308716959	0.9716579812067612	0.0			0.0	0.9946129197046394	0.9977708633260576	144	244	388	48	116
TOBG_MED-1001.fna_55387	12738	4.5975820379965455	0.9399434762129064	0.007119886336952	4	2.875350511810582	0.0254775239981876	0.4602763385146804	0.9827452004522202	0.0			0.0	0.9971004605150948	0.9998294388538292	3	49	52	1	17
TOBG_MED-1093.fna_39047	32635	1.9621571931974875	0.8295388386701394	0.0046594982843447	2	1.4830048309918542	0.008209324278499	0.0541443235789796	0.8231732433291996	0.0			0.0	0.9988681380871534	1.0	2	9	11	0	2
TOBG_MED-1093.fna_39083	127982	1.808301167351659	0.8108718413526902	0.0034347898627551	2	1.457081512598	0.0040729689405413	0.0529918269756684	0.7974421857615525	0.0			0.0	0.998820406959599	0.9995576526098496	4	17	21	3	8
TOBG_MED-1093.fna_39294	110700	1.8271544715447157	0.811806684733514	0.0038657942246093	2	1.4208435909747	0.0042704576937827	0.0444986449864498	0.8007863472689922	0.0			0.0	0.999187982135607	0.999187982135607	4	13	17	4	4
TOBG_MED-1093.fna_41996	17140	4.008459743290548	0.8403733955659276	0.0295806154249026	3	3.7870516770620894	0.0289273394601765	0.3625437572928821	0.9709712904239088	0.0			0.0	0.9645960733826844	0.9831026713871902	99	279	378	105	220
TOBG_MED-1093.fna_43739	94221	2.044395623056431	0.8630241665870666	0.0057743476339516	2	1.4818189802209	0.0048275146821306	0.0630114305728022	0.8355586545803514	0.0			0.0	0.9988209533434396	0.999326259053394	6	16	22	4	7
TOBG_MED-1093.fna_45555	123760	1.6152634130575307	0.7591628959276018	0.0043882813217801	1	1.4068173869020697	0.0039989809140767	0.0370798319327731	0.7597986126953234	0.0			0.0	0.9989104380039224	1.0	13	16	29	0	5
TOBG_MED-1093.fna_47367	8842	1.8924451481565256	0.8211942999321421	0.0062362759009652	2	1.4470490894118644	0.0153897855796834	0.0572268717484732	0.8119465533422094	0.0			0.0	0.9940711462450592	0.9960474308300395	2	3	5	2	3
TOBG_MED-1093.fna_49413	20261	1.952420907161542	0.8051922412516658	0.0037720896614711	2	1.6064644984910446	0.0112862953719852	0.0744780613000345	0.8216464853728765	0.0			0.0	1.0	1.0	8	1	9	0	0
TOBG_MED-1093.fna_49696	144989	1.6983150445895896	0.8045299988274972	0.0033826150454456	2	1.3331698009250614	0.0035012203001945	0.0326852381904834	0.7767832897068575	0.0			0.0	0.9978898501793628	0.9987339101076176	14	12	26	6	10
TOBG_MED-1093.fna_50452	10313	4.181324541840396	0.8845146901968389	0.0290596341500283	3	3.372951010182464	0.033215330737388	0.4059924367303403	0.9750806226279456	0.0			0.0	0.9634583233818964	0.989730117028899	59	194	253	43	153
TOBG_MED-1093.fna_51487	11116	1.7720403022670026	0.7484706729039223	0.0375439947762848	1	1.8076431558447337	0.017145808453872	0.0930190716084922	0.790851674408006	0.0			0.0	0.9584139264990328	0.9758220502901354	25	38	63	25	43
TOBG_MED-1093.fna_52093	118239	2.396679606559595	0.8981977181809724	0.0030688754200175	2	1.6023919242291171	0.0046600460678674	0.1087458452794763	0.8795195876759603	0.0			0.0	0.9995333644423704	0.9997666822211853	5	25	30	3	6
TOBG_MED-1093.fna_54162	59819	1.9445995419515536	0.8500810779183872	0.0062780576364065	2	1.445745051501652	0.0059112015886646	0.0556344974004914	0.8204104654233557	0.0			0.0	0.9969951923076924	0.9990985576923076	5	19	24	3	10
TOBG_MED-1093.fna_79142	126700	1.8416416732438832	0.8492738752959748	0.0047565339798073	2	1.3503388990620715	0.0037936406036198	0.0384925019731649	0.8033184975628123	0.0			0.0	0.998769735493131	0.9993848677465657	4	18	22	3	6
TOBG_MED-1093.fna_82944	41715	1.861608534100444	0.834424068081026	0.0040401256575438	2	1.4345780874673213	0.0070239801326392	0.0500539374325782	0.8067557479610843	0.0			0.0	0.9985632183908046	0.9995210727969348	3	6	9	1	3
TOBG_MED-1093.fna_85966	68485	1.670088340512521	0.7336058991019931	0.0017349164482539	1	1.507974354393552	0.0057623468553447	0.0513251076878148	0.7711498839249782	0.0			0.0	0.9997155049786628	0.9997155049786628	1	4	5	1	1
TOBG_MED-1153.fna_86797	9430	1.4626723223753977	0.6827147401908802	0.0143285462556527	1	1.6611192440317115	0.0171067690286656	0.0725344644750795	0.7251527144002514	0.0			0.0	0.9766081871345028	0.9970760233918128	3	19	22	2	16
TOBG_MED-1153.fna_89219	10168	0.8822777340676633	0.5568450039339103	0.0	1	0.9921052669490296	0.0098392352288008	0.0040322580645161	0.5411588646507159	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1153.fna_90386	51266	1.0265087972535405	0.6450473998361487	0.0	1	1.01537909421114	0.004484538290846	0.006007880466586	0.596027013346211	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1153.fna_90505	23943	1.134820197970179	0.5798772083698784	0.0631010880430253	1	2.1883953179480478	0.0141431309896358	0.0174163638641774	0.6328725569014028	0.0			0.0	0.9688249400479616	0.9976019184652278	0	50	50	1	13
TOBG_MED-1153.fna_93683	7697	0.7152137196310251	0.5161751331687671		1	0.8354050404332574	0.0095227977737845	0.0	0.4682244166434475				0.0	0.0	0.0	0	0	0	0	0
TOBG_MED-1153.fna_94597	47056	1.2658959537572254	0.696808058483509	0.0007256235665474	1	1.1462383764121502	0.0052841125064246	0.0093718123087385	0.6729970632268707	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1153.fna_98784	8429	0.8169415114485704	0.5479890853007474		1	0.9066357938598776	0.0098757615982855	0.0	0.5139089634450092				0.0	0.0	0.0	0	0	0	0	0
TOBG_MED-1153.fna_MHASMcontig_348423	8357	0.7238243388775877	0.5103506042838339		1	0.8651155196195723	0.0094640033946794	0.0	0.4722522687792866				0.0	0.0	0.0	0	0	0	0	0
TOBG_MED-1153.fna_MHASMcontig_442290	10275	2.4806812652068126	0.8654987834549879	0.02866581084676	2	1.9272136191743885	0.0190134127168955	0.1243795620437956	0.8881326581175666	0.0			0.0	0.986697965571205	0.9968701095461658	4	46	50	4	17
TOBG_MED-1153.fna_MHASMcontig_506329	8398	0.5925220290545368	0.461895689449869		0	0.713194329669288	0.0077829780390552	0.0	0.4073770705660857				0.0	0.0	0.0	0	0	0	0	0
TOBG_MED-1153.fna_MHASMcontig_818482	10694	0.7153544043388816	0.4974752197493922		0	0.8541222720989593	0.0082598139157658	0.0	0.4682904721480601				0.0	0.0	0.0	0	0	0	0	0
TOBG_MED-1153.fna_MHASMcontig_827598	14998	1.327443659154554	0.3284437925056674	0.0544246297858105	0	2.924380597592718	0.0238798556976393	0.1137484997999733	0.690294288779083	0.0			0.0	0.9618991793669402	0.9765533411488864	34	129	163	40	65
TOBG_MED-1153.fna_MHASMcontig_828885	8251	0.5595685371470125	0.1514967882680887	0.0546397178311853	0	1.647652409119254	0.0181400559996345	0.0582959641255605	0.3898796329824522	0.0			0.0	0.9604989604989606	0.972972972972973	13	28	41	13	19
TOBG_MED-1153.fna_MHASMcontig_840802	12750	1.060549019607843	0.655921568627451		1	1.0123649716541816	0.0089660064999557	0.0	0.6079887671269064				0.0	0.0	0.0	0	0	0	0	0
TOBG_MED-1153.fna_MHASMcontig_842847	9197	1.308252691094922	0.2560617592693269	0.0438127399954412	0	5.297818503705092	0.0552455872700247	0.0487115363705556	0.6850014131121287	0.0			0.0	0.9776785714285714	0.9821428571428572	6	33	39	8	10
TOBG_MED-1153.fna_MHASMcontig_874520	9618	0.6803909336660429	0.421501351632356	0.0	0	0.9625727189943604	0.0098155296849413	0.0035350384695362	0.4516191186089436	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1153.fna_MHASMcontig_879551	7790	0.8211810012836971	0.5369704749679076		1	0.9142928084102374	0.0103596349425103	0.0	0.5157252287385291				0.0	0.0	0.0	0	0	0	0	0
TOBG_MED-1153.fna_MHASMcontig_986761	7703	2.0540049331429318	0.6507854082824873	0.0503024101120772	1	3.4750185776475764	0.039596369979833	0.1133324678696611	0.8369480399997797	0.0			0.0	0.9507445589919816	0.979381443298969	16	70	86	18	43
TOBG_MED-1155.fna_103110	8340	1.4226618705035972	0.7372901678657074	0.0213333328564961	1	1.1824616088532638	0.012948816081775	0.0035971223021582	0.7152690078517602	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_103435	10168	1.261014948859166	0.6143784421715185	0.0271137030062105	1	1.414813805565434	0.0140314604726601	0.0337332808811959	0.6715846628491636	0.0			0.0	0.97667638483965	1.0	0	13	13	0	8
TOBG_MED-1155.fna_78691	57165	1.026729642263623	0.6248228811335608	0.0005087440267844	1	1.0739079820932955	0.0044916485258385	0.0110032362459546	0.5961057828800582	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_78774	19128	0.8780322040987034	0.5914889167712254	0.0	1	0.9418043632322024	0.0068098456619994	0.0025094102885821	0.539435531443084	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_79206	11527	1.0599462132384836	0.6508198143489199	0.0	1	1.0301087665972004	0.0095949734106475	0.0043376420577773	0.6077800526202854	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_79237	20939	1.1742203543626726	0.687855198433545	0.001767955761588	1	1.085011661467323	0.0074983689936039	0.0086441568365251	0.6454254194977088	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_79258	55723	1.1874450406474886	0.6839904527753351	0.0005811250858227	1	1.1059087813786526	0.0046849607695625	0.0085781454695547	0.6495418466354161	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_79342	9082	1.002422373926448	0.6676943404536446	0.0	1	0.9670835969682002	0.0101483907151292	0.0111208984805109	0.5873431719203579	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_79422	31369	0.9612993719914564	0.6235455385890529	0.0038095237243742	1	0.9498740701117506	0.0053631830210971	0.002677802926456	0.5720835640064477	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_79425	11624	1.2438919476944252	0.7111149346180317	0.0045714287530808	1	1.142224617021568	0.0105947910712328	0.018066070199587	0.6665814228174431	0.0			0.0	1.0	1.0	0	2	2	0	0
TOBG_MED-1155.fna_79512	32666	1.1005632768015674	0.6822078001591869	0.0	1	0.9905673047541332	0.0054807836385644	0.0034286414008449	0.6215977037147751	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_79530	41521	0.9108643818790492	0.5927121215770333	0.0	1	0.9510693269952484	0.0046674911484838	0.0015413886948772	0.5525959820047395	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_79699	23219	1.2808045135449415	0.6632929928076144	0.0326634877211564	1	1.356088029444129	0.0088997022881893	0.0307937465007106	0.6772736038469402	0.0			0.0	0.9874125874125874	0.9944055944055944	4	31	35	4	9
TOBG_MED-1155.fna_79903	38653	1.0143067808449535	0.6289809329159445	0.0	1	1.0232984100432376	0.0052049470274786	0.005536439603653	0.5916509221791293	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_79936	57041	1.0808190599744043	0.6620851668098385	0.0	1	1.0265785083993844	0.0042983562734325	0.0033659998948125	0.6149427405687177	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_80082	61571	1.1038475905864773	0.6429812736515568	0.0214083669125102	1	1.1877138068924868	0.0047866010117943	0.0083156031248477	0.6226934992445876	0.0			0.0	0.99609375	0.998046875	2	14	16	1	2
TOBG_MED-1155.fna_80299	40559	1.1023447323651965	0.6572154145812273	0.0019393938960451	1	1.076800891833614	0.0053468394184044	0.004068147636776	0.6221924721707446	0.0			0.0	0.993939393939394	0.993939393939394	1	0	1	1	1
TOBG_MED-1155.fna_81154	11578	1.8261357747452065	0.7317325963033339	0.022316992945755	1	1.808575647502236	0.016808875563907	0.0931939885990671	0.8006070721231198	0.0			0.0	0.9629286376274327	0.9777571825764596	24	21	45	24	40
TOBG_MED-1155.fna_81214	27647	1.047346909248743	0.6517886208268528	0.0	1	1.0246187034146808	0.0061623466839297	0.0055340543277751	0.6033921702336933	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_81508	9294	1.0286206154508284	0.5902732945986658	0.0045631891898526	1	1.218994058899663	0.0126451393716762	0.0281902302560791	0.5967796141838025	0.0			0.0	0.9847328244274808	0.9847328244274808	4	0	4	4	4
TOBG_MED-1155.fna_81570	11355	0.7363276089828269	0.4777630999559665		0	0.9516059734889204	0.0089306427059946	0.0	0.4780467626493715				0.0	0.0	0.0	0	0	0	0	0
TOBG_MED-1155.fna_81759	13784	1.7394805571677308	0.762695879280325	0.0280717159112294	1	1.5086199093269204	0.0128501428846288	0.0544109112013929	0.7847513337504781	0.0			0.0	0.9813333333333332	0.992	6	20	26	6	14
TOBG_MED-1155.fna_81814	20034	1.041130078865928	0.6433063791554358	0.0	1	1.0511076226781704	0.0074263290812238	0.0066387141858839	0.6012090202531575	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_82419	66000	1.0378939393939397	0.6147272727272727	0.0	1	1.0814848606904597	0.0042097060027039	0.0079545454545454	0.6000678408906438	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_82516	28340	1.1203599153140438	0.6522935779816513	0.0	1	1.058161351410905	0.0062857866257975	0.0013761467889908	0.6281548613080985	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_82573	12045	0.969032793690328	0.6151930261519303	0.0	1	1.018771480029706	0.00928306529505	0.001909506019095	0.5749956848557004	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_82599	38444	1.1007699510977005	0.6795858911663719	0.0	1	1.025043010147557	0.0052279744047054	0.0053324315888044	0.6216667533369691	0.0			0.0	1.0	1.0	1	0	1	0	0
TOBG_MED-1155.fna_82657	31528	1.4265414869322508	0.7361075869068764	0.0028691982795417	1	1.304670601900653	0.0073478376693291	0.0300685105303222	0.716242742369493	0.0			0.0	0.9989451476793249	1.0	0	1	1	0	1
TOBG_MED-1155.fna_82702	27867	0.868231241253095	0.5586177198837334		1	0.9535850638685228	0.0057124462098781	0.0	0.5354323942116572				0.0	0.0	0.0	0	0	0	0	0
TOBG_MED-1155.fna_82958	23464	0.8681384248210023	0.5912461643368565		1	0.8992936834821409	0.0058709688037185	0.0	0.5353943181261376				0.0	0.0	0.0	0	0	0	0	0
TOBG_MED-1155.fna_83203	65018	1.1428681288258635	0.6682918576394229	0.001299516921458	1	1.0825667706300532	0.004245621061396	0.0070749638561629	0.6354722350577106	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_83346	44586	1.0038128560534696	0.6384739604360113	0.0018497109413146	1	0.9821598870125726	0.0046514441140604	0.0038801417485309	0.5878495192977635	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_83364	14137	0.9446134257621844	0.6279974534908397	0.0	1	0.9391786143837424	0.0078992330444608	0.0027587182570559	0.565732100318167	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_83652	16358	0.9828829930309328	0.6264824550678567	0.0	1	0.984884142702856	0.0077007552079395	0.0001222643354933	0.5801617172175948	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_83862	14938	0.7956219038693265	0.5352122104699424	0.0	1	0.8978125211329085	0.0073460514784449	0.0005355469272995	0.5046715202874511	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_83968	7578	1.3800475059382422	0.7611506993929796	0.006907894736842	1	1.304794697773688	0.0149897206577605	0.025072578516759	0.7043508842961559	0.0			0.0	1.0	1.0	0	3	3	0	0
TOBG_MED-1155.fna_84718	17543	0.9445362822778316	0.6160861882232229	0.0239999994635582	1	0.9801377452079836	0.0074002699247801	0.0022801117254745	0.5657025179815682	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_84791	44229	1.1168011937868818	0.6665536186664858	0.0	1	1.0301981873648782	0.0048986017232971	0.0007461168011937	0.626984555531521	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_84841	44176	1.0768969576240492	0.6660630206446939	0.0019345559348565	1	1.031882431605677	0.0049095528484397	0.0069947482796088	0.6136068921314768	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_85123	108883	1.1322336820256609	0.6768733411092641	0.0	1	1.070171450198323	0.0032432118335923	0.0081739114462312	0.6320331186625174	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_85243	27282	1.0762773990176673	0.657319844586174	0.0	1	1.0459052768432675	0.0063323106359467	0.003738728832197	0.6133954501260332	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_MED-1155.fna_85691	7714	0.9579984443868292	0.5838734767954369	0.0307992205285189	1	1.0724585877070294	0.0122114958301287	0.0073891625615763	0.570834488339967	0.0			0.0	0.9824561403508772	0.9824561403508772	1	0	1	1	1
TOBG_MED-1155.fna_85733	15543	1.0432348967380811	0.6187351219198353	0.0	1	1.0568035280040964	0.0084769730438234	0.0045679727208389	0.6019495065658388	0.0			0.0	1.0	1.0	0	0	0	0	0
