reference,querry,ani,alignment_coverage,primary_cluster
TOBG_CPC-11.fna,TOBG_NAT-75.fna,0.973449,0.8392701998262381,367
TOBG_IN-928.fna,TOBG_NAT-75.fna,0.9800629999999999,0.869287991498406,367
TOBG_NAT-75.fna,TOBG_NAT-75.fna,1.0,0.9972826086956522,367
TOBG_NP-156.fna,TOBG_NAT-75.fna,0.9880200000000001,0.908675799086758,367
TOBG_SP-64.fna,TOBG_NAT-75.fna,0.955999,0.8277347114556417,367
TOBG_CPC-11.fna,TOBG_NP-156.fna,0.972985,0.6724587315377932,367
TOBG_IN-928.fna,TOBG_NP-156.fna,0.977063,0.7194473963868225,367
TOBG_NAT-75.fna,TOBG_NP-156.fna,0.986785,0.7237318840579711,367
TOBG_NP-156.fna,TOBG_NP-156.fna,1.0,0.9897260273972602,367
TOBG_SP-64.fna,TOBG_NP-156.fna,0.956035,0.6511627906976745,367
TOBG_CPC-11.fna,TOBG_SP-64.fna,0.954354,0.8245004344048653,367
TOBG_IN-928.fna,TOBG_SP-64.fna,0.9594,0.8639744952178533,367
TOBG_NAT-75.fna,TOBG_SP-64.fna,0.956817,0.8695652173913043,367
TOBG_NP-156.fna,TOBG_SP-64.fna,0.9566209999999999,0.8595890410958904,367
TOBG_SP-64.fna,TOBG_SP-64.fna,1.0,0.9991386735572783,367
TOBG_CPC-1232.fna,TOBG_CPC-1232.fna,1.0,0.9865900383141762,613
TOBG_CPC-12.fna,TOBG_CPC-12.fna,1.0,0.9910958904109589,357
TOBG_NP-9.fna,TOBG_CPC-12.fna,0.993111,0.9549211119459053,357
TOBG_SAT-31.fna,TOBG_CPC-12.fna,0.993233,0.9873039581777446,357
TOBG_CPC-12.fna,TOBG_NP-9.fna,0.993195,0.8657534246575342,357
TOBG_NP-9.fna,TOBG_NP-9.fna,1.0,0.9992486851990984,357
TOBG_SAT-31.fna,TOBG_NP-9.fna,0.999729,0.9447348767737117,357
TOBG_CPC-12.fna,TOBG_SAT-31.fna,0.993331,0.9041095890410958,357
TOBG_NP-9.fna,TOBG_SAT-31.fna,0.9997880000000001,0.9549211119459053,357
TOBG_SAT-31.fna,TOBG_SAT-31.fna,1.0,1.0,357
TOBG_CPC-1326.fna,TOBG_CPC-1326.fna,1.0,0.9855670103092784,504
TOBG_CPC-1399.fna,TOBG_CPC-1399.fna,1.0,0.9898132427843803,934
TOBG_CPC-13.fna,TOBG_CPC-13.fna,1.0,0.9969135802469136,396
TOBG_CPC-17.fna,TOBG_CPC-17.fna,1.0,0.9993838570548367,577
TOBG_CPC-19.fna,TOBG_CPC-19.fna,1.0,0.997653683716565,248
TOBG_SAT-57.fna,TOBG_CPC-19.fna,0.9990720000000001,0.9505459216441875,248
TOBG_CPC-19.fna,TOBG_SAT-57.fna,0.997062,0.6963866729235101,248
TOBG_SAT-57.fna,TOBG_SAT-57.fna,1.0,0.9916506101477199,248
TOBG_CPC-1.fna,TOBG_CPC-1.fna,1.0,0.9939183318853171,36
TOBG_CPC-20.fna,TOBG_CPC-20.fna,1.0,0.9878869448183042,342
TOBG_CPC-21.fna,TOBG_CPC-21.fna,1.0,0.9967012252591895,185
TOBG_EAC-87.fna,TOBG_CPC-21.fna,0.959072,0.8523529411764705,185
TOBG_SP-16.fna,TOBG_CPC-21.fna,0.999513,0.9503904455672945,185
TOBG_CPC-21.fna,TOBG_EAC-87.fna,0.9578990000000001,0.6729500471253534,185
TOBG_EAC-87.fna,TOBG_EAC-87.fna,1.0,0.9870588235294118,185
TOBG_SP-16.fna,TOBG_EAC-87.fna,0.958271,0.6513550757923748,185
TOBG_CPC-21.fna,TOBG_SP-16.fna,0.999285,0.9764373232799246,185
TOBG_EAC-87.fna,TOBG_SP-16.fna,0.9589329999999999,0.85,185
TOBG_SP-16.fna,TOBG_SP-16.fna,1.0,0.9871382636655949,185
TOBG_CPC-23.fna,TOBG_CPC-23.fna,1.0,0.9926470588235294,982
TOBG_CPC-24.fna,TOBG_CPC-24.fna,1.0,0.9809760132340778,336
TOBG_CPC-25.fna,TOBG_CPC-25.fna,1.0,0.9936131386861314,268
TOBG_CPC-27.fna,TOBG_CPC-27.fna,0.999999,0.9864620938628159,393
TOBG_CPC-288.fna,TOBG_CPC-288.fna,0.999999,0.996742671009772,728
TOBG_MED-818.fna,TOBG_CPC-288.fna,0.9501229999999999,0.786697247706422,728
TOBG_CPC-288.fna,TOBG_MED-818.fna,0.950059,0.5618892508143323,728
TOBG_MED-818.fna,TOBG_MED-818.fna,1.0,0.9908256880733946,728
TOBG_CPC-289.fna,TOBG_CPC-289.fna,1.0,0.9970845481049563,888
TOBG_CPC-28.fna,TOBG_CPC-28.fna,1.0,0.9955190440627334,383
TOBG_NAT-64.fna,TOBG_CPC-28.fna,0.902323,0.773090909090909,383
TOBG_NP-151.fna,TOBG_CPC-28.fna,0.9038349999999999,0.8762886597938144,383
TOBG_SAT-1.fna,TOBG_CPC-28.fna,0.900506,0.8579654510556622,383
TOBG_CPC-28.fna,TOBG_NAT-64.fna,0.901525,0.7953696788648245,383
TOBG_NAT-64.fna,TOBG_NAT-64.fna,1.0,0.9941818181818182,383
TOBG_NP-151.fna,TOBG_NAT-64.fna,0.991929,0.9523195876288659,383
TOBG_SAT-1.fna,TOBG_NAT-64.fna,0.987638,0.9568138195777351,383
TOBG_CPC-28.fna,TOBG_NP-151.fna,0.90309,0.5070948469006722,383
TOBG_NAT-64.fna,TOBG_NP-151.fna,0.990514,0.5381818181818182,383
TOBG_NP-151.fna,TOBG_NP-151.fna,1.0,0.9922680412371134,383
TOBG_SAT-1.fna,TOBG_NP-151.fna,0.9828629999999999,0.663147792706334,383
TOBG_CPC-28.fna,TOBG_SAT-1.fna,0.9002129999999999,0.6654219566840927,383
TOBG_NAT-64.fna,TOBG_SAT-1.fna,0.987179,0.7272727272727273,383
TOBG_NP-151.fna,TOBG_SAT-1.fna,0.9834099999999999,0.8891752577319587,383
TOBG_SAT-1.fna,TOBG_SAT-1.fna,1.0,0.9952015355086372,383
TOBG_CPC-294.fna,TOBG_CPC-294.fna,1.0,0.9919678714859438,714
TOBG_EAC-3.fna,TOBG_CPC-294.fna,0.989882,0.6900185988840669,714
TOBG_NAT-15.fna,TOBG_CPC-294.fna,0.992475,0.7284810126582278,714
TOBG_CPC-294.fna,TOBG_EAC-3.fna,0.9906699999999999,0.8859437751004016,714
TOBG_EAC-3.fna,TOBG_EAC-3.fna,1.0,0.9919404835709857,714
TOBG_NAT-15.fna,TOBG_EAC-3.fna,0.99322,0.8449367088607594,714
TOBG_CPC-294.fna,TOBG_NAT-15.fna,0.992907,0.9309236947791165,714
TOBG_EAC-3.fna,TOBG_NAT-15.fna,0.99336,0.8363298202107874,714
TOBG_NAT-15.fna,TOBG_NAT-15.fna,1.0,0.9968354430379747,714
TOBG_CPC-296.fna,TOBG_CPC-296.fna,1.0,1.0,604
TOBG_CPC-297.fna,TOBG_CPC-297.fna,1.0,0.988950276243094,105
TOBG_CPC-29.fna,TOBG_CPC-29.fna,1.0,0.9873737373737373,108
TOBG_CPC-2.fna,TOBG_CPC-2.fna,1.0,0.9956167814652473,331
TOBG_CPC-305.fna,TOBG_CPC-305.fna,1.0,0.9885222381635581,879
TOBG_CPC-309.fna,TOBG_CPC-309.fna,1.0,0.9807037457434733,691
TOBG_CPC-30.fna,TOBG_CPC-30.fna,1.0,0.9916805324459235,638
TOBG_CPC-319.fna,TOBG_CPC-319.fna,1.0,0.9809264305177112,671
TOBG_MED-704.fna,TOBG_CPC-319.fna,0.9697159999999999,0.7601809954751131,671
TOBG_CPC-319.fna,TOBG_MED-704.fna,0.970722,0.4645776566757493,671
TOBG_MED-704.fna,TOBG_MED-704.fna,1.0,0.997737556561086,671
TOBG_CPC-31.fna,TOBG_CPC-31.fna,1.0,0.9869219990658571,901
TOBG_CPC-320.fna,TOBG_CPC-320.fna,1.0,0.9895238095238095,283
TOBG_NP-969.fna,TOBG_CPC-320.fna,0.986889,0.8169364881693649,283
TOBG_CPC-320.fna,TOBG_NP-969.fna,0.9849420000000001,0.6266666666666667,283
TOBG_NP-969.fna,TOBG_NP-969.fna,1.0,0.9887920298879203,283
TOBG_CPC-323.fna,TOBG_CPC-323.fna,1.0,0.9979716024340771,741
TOBG_CPC-324.fna,TOBG_CPC-324.fna,1.0,0.9926362297496318,478
TOBG_CPC-327.fna,TOBG_CPC-327.fna,1.0,0.9942140790742526,300
TOBG_EAC-37.fna,TOBG_CPC-327.fna,0.9904189999999999,0.7493649449618967,300
TOBG_NP-15.fna,TOBG_CPC-327.fna,0.990047,0.6568,300
TOBG_CPC-327.fna,TOBG_EAC-37.fna,0.9895,0.8505303760848602,300
TOBG_EAC-37.fna,TOBG_EAC-37.fna,1.0,0.9983065198983911,300
TOBG_NP-15.fna,TOBG_EAC-37.fna,0.98821,0.7584,300
TOBG_CPC-327.fna,TOBG_NP-15.fna,0.990313,0.7945998071359691,300
TOBG_EAC-37.fna,TOBG_NP-15.fna,0.989367,0.8052497883149873,300
TOBG_NP-15.fna,TOBG_NP-15.fna,1.0,0.9824,300
TOBG_CPC-32.fna,TOBG_CPC-32.fna,1.0,0.988527724665392,271
TOBG_CPC-33.fna,TOBG_CPC-33.fna,1.0,0.9901477832512315,304
TOBG_EAC-55.fna,TOBG_CPC-33.fna,0.969516,0.5581395348837209,304
TOBG_NP-8.fna,TOBG_CPC-33.fna,0.9776699999999999,0.6167664670658682,304
TOBG_SAT-134.fna,TOBG_CPC-33.fna,0.983075,0.6684782608695652,304
TOBG_SP-350.fna,TOBG_CPC-33.fna,0.9933240000000001,0.6715909090909091,304
TOBG_SP-93.fna,TOBG_CPC-33.fna,0.971817,0.5744444444444444,304
TOBG_CPC-33.fna,TOBG_EAC-55.fna,0.9738450000000001,0.8735632183908046,304
TOBG_EAC-55.fna,TOBG_EAC-55.fna,1.0,0.9957716701902748,304
TOBG_NP-8.fna,TOBG_EAC-55.fna,0.9763639999999999,0.911377245508982,304
TOBG_SAT-134.fna,TOBG_EAC-55.fna,0.972479,0.9144021739130435,304
TOBG_SP-350.fna,TOBG_EAC-55.fna,0.970746,0.9045454545454545,304
TOBG_SP-93.fna,TOBG_EAC-55.fna,0.997989,0.9822222222222222,304
TOBG_CPC-33.fna,TOBG_NP-8.fna,0.980111,0.8538587848932676,304
TOBG_EAC-55.fna,TOBG_NP-8.fna,0.975982,0.7980972515856237,304
TOBG_NP-8.fna,TOBG_NP-8.fna,1.0,0.9952095808383233,304
TOBG_SAT-134.fna,TOBG_NP-8.fna,0.978656,0.8926630434782609,304
TOBG_SP-350.fna,TOBG_NP-8.fna,0.979311,0.8420454545454545,304
TOBG_SP-93.fna,TOBG_NP-8.fna,0.9765349999999999,0.8288888888888889,304
TOBG_CPC-33.fna,TOBG_SAT-134.fna,0.986567,0.8095238095238095,304
TOBG_EAC-55.fna,TOBG_SAT-134.fna,0.9712479999999999,0.7114164904862579,304
TOBG_NP-8.fna,TOBG_SAT-134.fna,0.977802,0.7880239520958083,304
TOBG_SAT-134.fna,TOBG_SAT-134.fna,1.0,0.9918478260869565,304
TOBG_SP-350.fna,TOBG_SAT-134.fna,0.986388,0.7943181818181818,304
TOBG_SP-93.fna,TOBG_SAT-134.fna,0.971233,0.7444444444444445,304
TOBG_CPC-33.fna,TOBG_SP-350.fna,0.9965040000000001,0.9802955665024631,304
TOBG_EAC-55.fna,TOBG_SP-350.fna,0.971262,0.8403805496828752,304
TOBG_NP-8.fna,TOBG_SP-350.fna,0.9804160000000001,0.9005988023952096,304
TOBG_SAT-134.fna,TOBG_SP-350.fna,0.987471,0.9483695652173914,304
TOBG_SP-350.fna,TOBG_SP-350.fna,1.0,1.0,304
TOBG_SP-93.fna,TOBG_SP-350.fna,0.97207,0.8744444444444445,304
TOBG_CPC-33.fna,TOBG_SP-93.fna,0.9736509999999999,0.8735632183908046,304
TOBG_EAC-55.fna,TOBG_SP-93.fna,0.9978539999999999,0.9460887949260042,304
TOBG_NP-8.fna,TOBG_SP-93.fna,0.976823,0.8970059880239521,304
TOBG_SAT-134.fna,TOBG_SP-93.fna,0.972461,0.9008152173913043,304
TOBG_SP-350.fna,TOBG_SP-93.fna,0.9716049999999999,0.8931818181818182,304
TOBG_SP-93.fna,TOBG_SP-93.fna,1.0,1.0,304
TOBG_CPC-34.fna,TOBG_CPC-34.fna,1.0,0.9790419161676647,627
TOBG_CPC-5.fna,TOBG_CPC-34.fna,0.982718,0.7697907188353048,627
TOBG_EAC-5.fna,TOBG_CPC-34.fna,0.983111,0.7979323308270677,627
TOBG_NP-127.fna,TOBG_CPC-34.fna,0.983787,0.7417279411764706,627
TOBG_SAT-121.fna,TOBG_CPC-34.fna,0.983472,0.7259574468085106,627
TOBG_SP-63.fna,TOBG_CPC-34.fna,0.9988750000000001,0.7982608695652174,627
TOBG_CPC-34.fna,TOBG_CPC-5.fna,0.983947,0.843313373253493,627
TOBG_CPC-5.fna,TOBG_CPC-5.fna,1.0,0.991810737033667,627
TOBG_EAC-5.fna,TOBG_CPC-5.fna,0.999216,0.9943609022556391,627
TOBG_NP-127.fna,TOBG_CPC-5.fna,0.997019,0.9071691176470589,627
TOBG_SAT-121.fna,TOBG_CPC-5.fna,0.99914,0.894468085106383,627
TOBG_SP-63.fna,TOBG_CPC-5.fna,0.984971,0.8556521739130435,627
TOBG_CPC-34.fna,TOBG_EAC-5.fna,0.9836159999999999,0.846307385229541,627
TOBG_CPC-5.fna,TOBG_EAC-5.fna,0.999371,0.9581437670609645,627
TOBG_EAC-5.fna,TOBG_EAC-5.fna,1.0,0.9990601503759399,627
TOBG_NP-127.fna,TOBG_EAC-5.fna,0.996977,0.9154411764705882,627
TOBG_SAT-121.fna,TOBG_EAC-5.fna,0.999883,0.8961702127659574,627
TOBG_SP-63.fna,TOBG_EAC-5.fna,0.984623,0.8565217391304348,627
TOBG_CPC-34.fna,TOBG_NP-127.fna,0.983708,0.8033932135728543,627
TOBG_CPC-5.fna,TOBG_NP-127.fna,0.9963960000000001,0.8889899909008189,627
TOBG_EAC-5.fna,TOBG_NP-127.fna,0.996696,0.924812030075188,627
TOBG_NP-127.fna,TOBG_NP-127.fna,1.0,0.9926470588235294,627
TOBG_SAT-121.fna,TOBG_NP-127.fna,0.9966700000000001,0.8391489361702128,627
TOBG_SP-63.fna,TOBG_NP-127.fna,0.983943,0.8165217391304348,627
TOBG_CPC-34.fna,TOBG_SAT-121.fna,0.984118,0.8502994011976048,627
TOBG_CPC-5.fna,TOBG_SAT-121.fna,0.9993179999999999,0.9599636032757052,627
TOBG_EAC-5.fna,TOBG_SAT-121.fna,0.99997,0.9953007518796992,627
TOBG_NP-127.fna,TOBG_SAT-121.fna,0.996972,0.9090073529411765,627
TOBG_SAT-121.fna,TOBG_SAT-121.fna,1.0,0.9148936170212766,627
TOBG_SP-63.fna,TOBG_SAT-121.fna,0.9840730000000001,0.8660869565217392,627
TOBG_CPC-34.fna,TOBG_SP-63.fna,0.999714,0.9231536926147704,627
TOBG_CPC-5.fna,TOBG_SP-63.fna,0.9852200000000001,0.8971792538671519,627
TOBG_EAC-5.fna,TOBG_SP-63.fna,0.985387,0.924812030075188,627
TOBG_NP-127.fna,TOBG_SP-63.fna,0.9853409999999999,0.8621323529411765,627
TOBG_SAT-121.fna,TOBG_SP-63.fna,0.985083,0.843404255319149,627
TOBG_SP-63.fna,TOBG_SP-63.fna,1.0,0.9521739130434783,627
TOBG_CPC-38.fna,TOBG_CPC-38.fna,1.0,0.9944099378881988,230
TOBG_SP-245.fna,TOBG_CPC-38.fna,0.998969,0.8842710997442456,230
TOBG_CPC-38.fna,TOBG_SP-245.fna,0.9985240000000001,0.8708074534161491,230
TOBG_SP-245.fna,TOBG_SP-245.fna,1.0,0.9757033248081841,230
TOBG_CPC-39.fna,TOBG_CPC-39.fna,1.0,0.9610538373424972,205
TOBG_NAT-16.fna,TOBG_CPC-39.fna,0.992397,0.6295652173913043,205
TOBG_SP-20.fna,TOBG_CPC-39.fna,0.9877800000000001,0.6139917695473252,205
TOBG_CPC-39.fna,TOBG_NAT-16.fna,0.9967100000000001,0.8533791523482245,205
TOBG_NAT-16.fna,TOBG_NAT-16.fna,1.0,0.9947826086956522,205
TOBG_SP-20.fna,TOBG_NAT-16.fna,0.9929389999999999,0.9209876543209876,205
TOBG_CPC-39.fna,TOBG_SP-20.fna,0.990787,0.8877434135166093,205
TOBG_NAT-16.fna,TOBG_SP-20.fna,0.9928619999999999,0.9808695652173913,205
TOBG_SP-20.fna,TOBG_SP-20.fna,1.0,0.9967078189300411,205
TOBG_CPC-3.fna,TOBG_CPC-3.fna,1.0,0.9912357581069238,859
TOBG_CPC-40.fna,TOBG_CPC-40.fna,1.0,0.9959088252483927,245
TOBG_CPC-41.fna,TOBG_CPC-41.fna,1.0,0.9686940966010733,700
TOBG_SP-31.fna,TOBG_CPC-41.fna,0.9997459999999999,0.9556650246305419,700
TOBG_CPC-41.fna,TOBG_SP-31.fna,0.999084,0.8559928443649374,700
TOBG_SP-31.fna,TOBG_SP-31.fna,1.0,0.9763546798029556,700
TOBG_CPC-42.fna,TOBG_CPC-42.fna,1.0,0.9951856946354883,385
TOBG_EAC-94.fna,TOBG_CPC-42.fna,0.972121,0.8376,385
TOBG_CPC-42.fna,TOBG_EAC-94.fna,0.972015,0.718707015130674,385
TOBG_EAC-94.fna,TOBG_EAC-94.fna,1.0,0.9992,385
TOBG_CPC-43.fna,TOBG_CPC-43.fna,1.0,0.9954038082731451,310
TOBG_SAT-28.fna,TOBG_CPC-43.fna,0.908851,0.8026578073089701,310
TOBG_CPC-43.fna,TOBG_SAT-28.fna,0.9085129999999999,0.7984241628365069,310
TOBG_SAT-28.fna,TOBG_SAT-28.fna,1.0,0.9754152823920266,310
TOBG_CPC-45.fna,TOBG_CPC-45.fna,1.0,0.9911426040744021,384
TOBG_CPC-46.fna,TOBG_CPC-46.fna,0.999999,0.9840546697038725,264
TOBG_SAT-194.fna,TOBG_CPC-46.fna,0.9968680000000001,0.7168784029038112,264
TOBG_SP-73.fna,TOBG_CPC-46.fna,0.996618,0.7335140018066847,264
TOBG_CPC-46.fna,TOBG_SAT-194.fna,0.9984480000000001,0.9123006833712984,264
TOBG_SAT-194.fna,TOBG_SAT-194.fna,1.0,0.9900181488203267,264
TOBG_SP-73.fna,TOBG_SAT-194.fna,0.999092,0.8906955736224029,264
TOBG_CPC-46.fna,TOBG_SP-73.fna,0.997915,0.9316628701594533,264
TOBG_SAT-194.fna,TOBG_SP-73.fna,0.9988549999999999,0.8974591651542649,264
TOBG_SP-73.fna,TOBG_SP-73.fna,1.0,0.989159891598916,264
TOBG_CPC-48.fna,TOBG_CPC-48.fna,1.0,0.9867256637168141,361
TOBG_IN-15.fna,TOBG_CPC-48.fna,0.9741620000000001,0.8941798941798942,361
TOBG_CPC-48.fna,TOBG_IN-15.fna,0.9733459999999999,0.4970501474926254,361
TOBG_IN-15.fna,TOBG_IN-15.fna,1.0,0.9775132275132276,361
TOBG_CPC-49.fna,TOBG_CPC-49.fna,1.0,0.995417048579285,224
TOBG_EAC-1.fna,TOBG_CPC-49.fna,0.97153,0.8850726552179656,224
TOBG_NAT-60.fna,TOBG_CPC-49.fna,0.976004,0.8531994981179423,224
TOBG_CPC-49.fna,TOBG_EAC-1.fna,0.969367,0.613198900091659,224
TOBG_EAC-1.fna,TOBG_EAC-1.fna,1.0,0.9894319682959049,224
TOBG_NAT-60.fna,TOBG_EAC-1.fna,0.9708100000000001,0.6624843161856964,224
TOBG_CPC-49.fna,TOBG_NAT-60.fna,0.972936,0.6241979835013749,224
TOBG_EAC-1.fna,TOBG_NAT-60.fna,0.968613,0.7067371202113606,224
TOBG_NAT-60.fna,TOBG_NAT-60.fna,1.0,0.9849435382685069,224
TOBG_CPC-50.fna,TOBG_CPC-50.fna,1.0,0.9819148936170212,420
TOBG_CPC-51.fna,TOBG_CPC-51.fna,1.0,0.9942561746122918,131
TOBG_CPC-52.fna,TOBG_CPC-52.fna,1.0,0.9856046065259118,475
TOBG_CPC-53.fna,TOBG_CPC-53.fna,1.0,0.9937998228520815,816
TOBG_NP-955.fna,TOBG_CPC-53.fna,0.991408,0.7359550561797753,816
TOBG_SP-35.fna,TOBG_CPC-53.fna,0.991412,0.7187230371009491,816
TOBG_CPC-53.fna,TOBG_NP-955.fna,0.992334,0.8184233835252436,816
TOBG_NP-955.fna,TOBG_NP-955.fna,1.0,0.9943820224719101,816
TOBG_SP-35.fna,TOBG_NP-955.fna,0.992193,0.7687661777394306,816
TOBG_CPC-53.fna,TOBG_SP-35.fna,0.992073,0.7387068201948627,816
TOBG_NP-955.fna,TOBG_SP-35.fna,0.990728,0.7150882825040128,816
TOBG_SP-35.fna,TOBG_SP-35.fna,1.0,0.9930974978429681,816
TOBG_CPC-54.fna,TOBG_CPC-54.fna,1.0,0.985545335085414,214
TOBG_CPC-58.fna,TOBG_CPC-58.fna,1.0,0.9934282584884995,177
TOBG_CPC-59.fna,TOBG_CPC-59.fna,1.0,0.9805970149253731,495
TOBG_CPC-61.fna,TOBG_CPC-61.fna,1.0,0.994994994994995,493
TOBG_CPC-62.fna,TOBG_CPC-62.fna,1.0,0.9837983798379838,374
TOBG_NP-95.fna,TOBG_CPC-62.fna,0.9709220000000001,0.6415868673050615,374
TOBG_CPC-62.fna,TOBG_NP-95.fna,0.972526,0.8577857785778578,374
TOBG_NP-95.fna,TOBG_NP-95.fna,1.0,0.9972640218878249,374
TOBG_CPC-64.fna,TOBG_CPC-64.fna,1.0,0.9907786885245902,582
TOBG_CPC-67.fna,TOBG_CPC-67.fna,1.0,0.9904458598726115,750
TOBG_EAC-31.fna,TOBG_CPC-67.fna,0.983028,0.8394366197183099,750
TOBG_NAT-5.fna,TOBG_CPC-67.fna,0.911235,0.663470757430489,750
TOBG_SAT-106.fna,TOBG_CPC-67.fna,0.9984569999999999,0.799074074074074,750
TOBG_CPC-67.fna,TOBG_EAC-31.fna,0.982202,0.6337579617834395,750
TOBG_EAC-31.fna,TOBG_EAC-31.fna,1.0,0.9887323943661972,750
TOBG_NAT-5.fna,TOBG_EAC-31.fna,0.9031,0.5455417066155321,750
TOBG_SAT-106.fna,TOBG_EAC-31.fna,0.9819249999999999,0.6268518518518519,750
TOBG_CPC-67.fna,TOBG_NAT-5.fna,0.908405,0.7462845010615711,750
TOBG_EAC-31.fna,TOBG_NAT-5.fna,0.9007640000000001,0.8070422535211268,750
TOBG_NAT-5.fna,TOBG_NAT-5.fna,1.0,0.9884947267497604,750
TOBG_SAT-106.fna,TOBG_NAT-5.fna,0.910299,0.7601851851851852,750
TOBG_CPC-67.fna,TOBG_SAT-106.fna,0.999358,0.9341825902335457,750
TOBG_EAC-31.fna,TOBG_SAT-106.fna,0.983941,0.9633802816901409,750
TOBG_NAT-5.fna,TOBG_SAT-106.fna,0.909794,0.7890699904122723,750
TOBG_SAT-106.fna,TOBG_SAT-106.fna,1.0,0.9962962962962963,750
TOBG_CPC-69.fna,TOBG_CPC-69.fna,1.0,0.9923558026407228,295
TOBG_SP-37.fna,TOBG_CPC-69.fna,0.999687,0.9542097488921714,295
TOBG_CPC-69.fna,TOBG_SP-37.fna,0.9995350000000001,0.9047949965253649,295
TOBG_SP-37.fna,TOBG_SP-37.fna,1.0,0.9970457902511078,295
TOBG_CPC-6.fna,TOBG_CPC-6.fna,1.0,0.9874411302982732,397
TOBG_CPC-70.fna,TOBG_CPC-70.fna,1.0,0.9964125560538116,751
TOBG_NP-91.fna,TOBG_CPC-70.fna,0.999859,0.9563829787234043,751
TOBG_SP-75.fna,TOBG_CPC-70.fna,0.8715560000000001,0.8423973362930077,751
TOBG_CPC-70.fna,TOBG_NP-91.fna,0.999758,0.809865470852018,751
TOBG_NP-91.fna,TOBG_NP-91.fna,1.0,1.0,751
TOBG_SP-75.fna,TOBG_NP-91.fna,0.8724850000000001,0.7369589345172031,751
TOBG_CPC-70.fna,TOBG_SP-75.fna,0.8721099999999999,0.6645739910313901,751
TOBG_NP-91.fna,TOBG_SP-75.fna,0.8721380000000001,0.7053191489361702,751
TOBG_SP-75.fna,TOBG_SP-75.fna,1.0,0.9955604883462819,751
TOBG_CPC-71.fna,TOBG_CPC-71.fna,1.0,0.9995159728944821,10
TOBG_SP-97.fna,TOBG_CPC-71.fna,0.999851,0.8597304128053918,10
TOBG_CPC-71.fna,TOBG_SP-97.fna,0.9999330000000001,0.9927395934172314,10
TOBG_SP-97.fna,TOBG_SP-97.fna,1.0,0.8858466722830666,10
TOBG_CPC-72.fna,TOBG_CPC-72.fna,1.0,0.9958813838550247,191
TOBG_CPC-73.fna,TOBG_CPC-73.fna,1.0,0.9905956112852664,78
TOBG_CPC-75.fna,TOBG_CPC-75.fna,1.0,0.9886524822695035,79
TOBG_CPC-79.fna,TOBG_CPC-79.fna,1.0,0.9977460555972952,957
TOBG_CPC-7.fna,TOBG_CPC-7.fna,1.0,0.9884444444444445,208
TOBG_EAC-632.fna,TOBG_CPC-7.fna,0.995486,0.8015397775876818,208
TOBG_IN-11.fna,TOBG_CPC-7.fna,0.982889,0.551031790295594,208
TOBG_SAT-74.fna,TOBG_CPC-7.fna,0.9860479999999999,0.8705402650356778,208
TOBG_CPC-7.fna,TOBG_EAC-632.fna,0.995645,0.8346666666666667,208
TOBG_EAC-632.fna,TOBG_EAC-632.fna,1.0,0.9734816082121471,208
TOBG_IN-11.fna,TOBG_EAC-632.fna,0.9839180000000001,0.5493586168432795,208
TOBG_SAT-74.fna,TOBG_EAC-632.fna,0.9858870000000001,0.8409785932721713,208
TOBG_CPC-7.fna,TOBG_IN-11.fna,0.984862,0.8782222222222222,208
TOBG_EAC-632.fna,TOBG_IN-11.fna,0.9839749999999999,0.8434559452523525,208
TOBG_IN-11.fna,TOBG_IN-11.fna,1.0,0.9955382041271612,208
TOBG_SAT-74.fna,TOBG_IN-11.fna,0.9969459999999999,0.9857288481141692,208
TOBG_CPC-7.fna,TOBG_SAT-74.fna,0.986268,0.768,208
TOBG_EAC-632.fna,TOBG_SAT-74.fna,0.9856130000000001,0.7100085543199316,208
TOBG_IN-11.fna,TOBG_SAT-74.fna,0.996417,0.5415504740658115,208
TOBG_SAT-74.fna,TOBG_SAT-74.fna,1.0,0.9949031600407747,208
TOBG_CPC-80.fna,TOBG_CPC-80.fna,1.0,0.9879518072289156,305
TOBG_CPC-81.fna,TOBG_CPC-81.fna,1.0,0.991358024691358,142
TOBG_EAC-707.fna,TOBG_CPC-81.fna,0.9887630000000001,0.7462165308498254,142
TOBG_NAT-201.fna,TOBG_CPC-81.fna,0.9860680000000001,0.7090909090909091,142
TOBG_NP-140.fna,TOBG_CPC-81.fna,0.988008,0.6715116279069767,142
TOBG_SAT-1611.fna,TOBG_CPC-81.fna,0.9898560000000001,0.8147590361445783,142
TOBG_CPC-81.fna,TOBG_EAC-707.fna,0.988992,0.7814814814814814,142
TOBG_EAC-707.fna,TOBG_EAC-707.fna,1.0,0.9837019790454016,142
TOBG_NAT-201.fna,TOBG_EAC-707.fna,0.984419,0.6973262032085561,142
TOBG_NP-140.fna,TOBG_EAC-707.fna,0.9854,0.6918604651162791,142
TOBG_SAT-1611.fna,TOBG_EAC-707.fna,0.992363,0.8524096385542169,142
TOBG_CPC-81.fna,TOBG_NAT-201.fna,0.9886079999999999,0.8222222222222222,142
TOBG_EAC-707.fna,TOBG_NAT-201.fna,0.985967,0.7648428405122235,142
TOBG_NAT-201.fna,TOBG_NAT-201.fna,1.0,0.9882352941176471,142
TOBG_NP-140.fna,TOBG_NAT-201.fna,0.99303,0.7984496124031008,142
TOBG_SAT-1611.fna,TOBG_NAT-201.fna,0.98874,0.8343373493975904,142
TOBG_CPC-81.fna,TOBG_NP-140.fna,0.9880970000000001,0.8740740740740741,142
